Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Purchase_Date,Product_Category,Quantity,Unit_Price,Total_Amount,Payment_Method,Sales_Channel,Region,Weekday,Month,Quarter,Year,Cost_Price,Revenue,Profit,Margin
b6c57800,Julie Meyer,Male,50,New,27-02-2025,Electronics,9,1258,11322,UPI,App,West,Thursday,2,1,2025,784,11319,4266,0.38
4cc95774,Pam Bright,Female,60,Premium,23-09-2024,Beauty,6,2677,16062,UPI,In-Store,East,Monday,9,3,2024,2380,16064,1786,0.11
3.41E+11,Colleen Williamson,Other,31,Premium,03-03-2025,Groceries,10,4381,43810,UPI,Online,North,Monday,3,1,2025,3714,43809,6669,0.15
b32ba671,Randy Ward,Female,29,Regular,26-05-2023,Books,7,4515,31605,Wallet,Online,South,Friday,5,2,2023,3183,31602,9318,0.29
ef6b94e2,Ryan Collins,Male,38,New,21-02-2024,Books,8,2126,17008,Debit Card,In-Store,North,Wednesday,2,1,2024,1559,17011,4542,0.27
74d75940,Kimberly Howard,Other,43,New,25-12-2023,Clothing,10,3056,30560,Credit Card,App,North,Monday,12,4,2023,2202,30563,8545,0.28
2009a6af,Anne Aguilar,Other,42,Regular,16-05-2023,Groceries,1,1897,1897,Debit Card,App,South,Tuesday,5,2,2023,1496,1897,401,0.21
15b32066,Jonathan Burton,Male,19,Premium,04-05-2025,Books,4,4641,18564,Wallet,In-Store,North,Sunday,5,2,2025,3149,18564,5966,0.32
e30d9b6e,David Ortega,Male,54,Regular,29-08-2023,Electronics,1,4716,4716,Cash,In-Store,West,Tuesday,8,3,2023,4139,4716,577,0.12
67561aae,Pamela Hill,Other,65,Premium,19-03-2025,Home Appliances,2,1622,3244,Debit Card,In-Store,West,Wednesday,3,1,2025,1101,3244,1043,0.32
a4540e2a,Kathy Colon,Female,47,Premium,27-03-2024,Clothing,4,3276,13104,UPI,In-Store,East,Wednesday,3,1,2024,2664,13102,2445,0.19
b77f2034,Dr. Jeffery Lara,Female,23,New,25-02-2025,Home Appliances,9,4811,43299,UPI,Online,West,Tuesday,2,1,2025,2957,43297,16688,0.39
4c46f4b8,Samuel Reid,Male,48,Premium,14-05-2024,Books,5,638,3190,UPI,App,East,Tuesday,5,2,2024,504,3188,667,0.21
21c4c6b9,Carolyn Dunn,Female,62,Premium,03-03-2024,Beauty,5,4944,24720,UPI,App,North,Sunday,3,1,2024,3473,24719,7352,0.3
00a9d6b5,Richard Lee,Other,25,Regular,23-01-2025,Books,2,4785,9570,Debit Card,Online,West,Thursday,1,1,2025,3798,9570,1974,0.21
4ca14c98,Gregory Park,Other,51,Regular,20-01-2024,Sports,9,4884,43956,Wallet,Online,West,Saturday,1,1,2024,4345,43960,4852,0.11
66ca31b7,Brenda Hill,Male,58,Regular,25-01-2024,Home Appliances,3,3231,9693,Debit Card,App,South,Thursday,1,1,2024,1968,9693,3790,0.39
b75ffa47,Chelsey Sandoval,Male,29,Regular,24-05-2023,Beauty,4,3499,13996,UPI,In-Store,South,Wednesday,5,2,2023,3038,13997,1844,0.13
b499260f,Marie Quinn,Other,34,New,12-08-2023,Clothing,6,2687,16122,Wallet,App,South,Saturday,8,3,2023,1619,16125,6413,0.4
e1a668e3,Christopher Scott,Other,60,Premium,20-02-2025,Sports,1,870,870,Debit Card,Online,East,Thursday,2,1,2025,671,870,199,0.23
04a8eb80,Annette Smith,Female,38,Regular,08-04-2025,Books,1,4955,4955,Wallet,Online,West,Tuesday,4,2,2025,3349,4955,1605,0.32
53ba1402,Lucas Carr,Female,21,New,17-03-2025,Home Appliances,8,4253,34024,Debit Card,Online,North,Monday,3,1,2025,3449,34021,6427,0.19
3c8ca55d,Connie Rodriguez,Male,50,New,20-01-2025,Home Appliances,9,2444,21996,Credit Card,In-Store,South,Monday,1,1,2025,1726,21995,6463,0.29
5a7924a1,Amber Douglas,Other,38,Regular,22-08-2024,Books,6,4111,24666,UPI,In-Store,North,Thursday,8,3,2024,3161,24668,5701,0.23
1d2289ba,Thomas Spencer,Other,20,Premium,22-07-2023,Electronics,2,3113,6226,Wallet,In-Store,North,Saturday,7,3,2023,1984,6225,2257,0.36
e7b32600,Marcus Ross,Female,26,Regular,10-12-2023,Beauty,8,3249,25992,Wallet,Online,North,Sunday,12,4,2023,2267,25989,7850,0.3
404b4e0b,Dennis Mcguire,Male,46,New,13-06-2023,Electronics,3,1018,3054,Wallet,Online,West,Tuesday,6,2,2023,752,3053,796,0.26
ca9c1d3c,Heather Lewis,Other,44,Regular,22-04-2024,Electronics,5,2022,10110,Credit Card,Online,East,Monday,4,2,2024,1547,10108,2374,0.23
f60b7a81,Sara Welch,Female,56,New,16-03-2025,Clothing,10,1829,18290,Wallet,Online,West,Sunday,3,1,2025,1523,18286,3056,0.17
5a0dc884,Sandra Matthews,Female,28,New,06-03-2024,Home Appliances,1,4087,4087,Credit Card,App,East,Wednesday,3,1,2024,3090,4087,997,0.24
673dd49b,Kelly Knox,Female,52,Regular,20-03-2025,Groceries,1,3066,3066,Wallet,In-Store,East,Thursday,3,1,2025,2116,3066,950,0.31
9d645e5e,Jennifer Watts,Male,45,Premium,12-06-2024,Beauty,3,1504,4512,Wallet,Online,North,Wednesday,6,2,2024,969,4512,1604,0.36
1133250a,Jamie Patel,Male,50,New,19-12-2023,Clothing,4,4129,16516,UPI,In-Store,North,Tuesday,12,4,2023,3085,16516,4175,0.25
25adcf16,Lori Figueroa,Male,27,New,20-09-2024,Electronics,7,1731,12117,UPI,In-Store,West,Friday,9,3,2024,1146,12114,4089,0.34
0bd6b95a,Megan Wright,Other,54,Premium,28-08-2024,Sports,9,2982,26838,Credit Card,App,North,Wednesday,8,3,2024,2228,26837,6783,0.25
ef2c843d,Mrs. Julie Young DDS,Male,52,Regular,15-05-2024,Clothing,9,1431,12879,Debit Card,In-Store,West,Wednesday,5,2,2024,1031,12878,3600,0.28
2bb5b2cf,Hector Evans,Other,33,New,20-12-2023,Groceries,6,3205,19230,UPI,In-Store,South,Wednesday,12,4,2023,2750,19231,2733,0.14
1b043d60,Michelle Clark,Female,29,Regular,26-12-2024,Groceries,5,4961,24805,Debit Card,Online,North,Thursday,12,4,2024,3262,24807,8496,0.34
7366600c,Ashley Allen,Other,48,Premium,28-06-2023,Home Appliances,6,1743,10458,Wallet,App,South,Wednesday,6,2,2023,1135,10455,3647,0.35
a4b832cc,Crystal Ross,Male,59,Premium,30-07-2024,Sports,5,3085,15425,Credit Card,Online,South,Tuesday,7,3,2024,2145,15423,4699,0.3
3761eccd,Emily Short,Male,30,New,22-03-2025,Sports,6,1196,7176,Wallet,Online,East,Saturday,3,1,2025,923,7175,1639,0.23
af37e2ef,Kelly Nguyen,Male,31,Regular,15-10-2024,Clothing,8,3407,27256,UPI,App,West,Tuesday,10,4,2024,2222,27258,9482,0.35
ab71b711,Joseph Cooper MD,Male,18,Premium,20-03-2025,Clothing,3,2567,7701,Credit Card,In-Store,South,Thursday,3,1,2025,1836,7700,2193,0.28
9df3ba4e,Melissa Terry,Female,32,New,15-11-2024,Sports,3,1576,4728,Debit Card,App,South,Friday,11,4,2024,1213,4727,1088,0.23
1c0b37d2,Stephanie Thomas,Male,32,Premium,15-08-2023,Home Appliances,2,1466,2932,Credit Card,In-Store,North,Tuesday,8,3,2023,1024,2931,884,0.3
bd1e00da,Michelle Warner,Other,20,New,05-09-2024,Books,4,630,2520,Debit Card,App,South,Thursday,9,3,2024,379,2520,1004,0.4
89158604,Alexander Thomas,Female,37,Regular,20-06-2023,Home Appliances,3,3314,9942,Wallet,In-Store,West,Tuesday,6,2,2023,2740,9943,1723,0.17
437629cf,Brianna Johnson,Male,30,New,14-11-2024,Home Appliances,4,2002,8008,Credit Card,Online,North,Thursday,11,4,2024,1267,8007,2941,0.37
5e74a4bd,Douglas Vincent,Female,29,Premium,18-11-2023,Home Appliances,7,4481,31367,Credit Card,App,East,Saturday,11,4,2023,3469,31364,7082,0.23
577e225d,James Mcconnell IV,Other,19,New,23-04-2025,Home Appliances,3,532,1596,Cash,In-Store,West,Wednesday,4,2,2025,437,1597,286,0.18
1489f06c,Daniel Mitchell,Female,38,New,17-09-2023,Home Appliances,3,1758,5274,Cash,In-Store,East,Sunday,9,3,2023,1101,5274,1970,0.37
3b70af4c,Angela Mueller,Female,39,Regular,29-08-2023,Books,8,3720,29760,Credit Card,In-Store,East,Tuesday,8,3,2023,2686,29761,8276,0.28
33054c0d,Casey Smith,Female,58,New,28-12-2023,Home Appliances,9,405,3645,Cash,App,East,Thursday,12,4,2023,247,3645,1424,0.39
61aad189,Alyssa Dominguez,Other,22,Regular,06-01-2024,Groceries,8,2996,23968,Credit Card,In-Store,East,Saturday,1,1,2024,2331,23967,5316,0.22
a78453f4,Jennifer Welch,Male,54,Regular,01-07-2024,Sports,3,1703,5109,Debit Card,Online,West,Monday,7,3,2024,1043,5110,1980,0.39
8c8df380,Scott Garcia,Female,65,Premium,09-05-2025,Clothing,4,4657,18628,Credit Card,Online,East,Friday,5,2,2025,4060,18628,2389,0.13
b6856e36,Victor Moore,Male,45,Regular,18-06-2024,Clothing,6,4196,25176,Wallet,App,South,Tuesday,6,2,2024,3288,25179,5452,0.22
626579aa,Dana Morris,Female,61,Regular,17-02-2025,Beauty,1,1708,1708,Cash,App,East,Monday,2,1,2025,1062,1708,646,0.38
da5e5d49,Arthur Martin,Male,63,New,07-11-2023,Electronics,7,2230,15610,UPI,App,South,Tuesday,11,4,2023,1919,15607,2176,0.14
97fdbb13,Michael Martinez,Other,39,Regular,17-07-2024,Beauty,1,2398,2398,Credit Card,In-Store,North,Wednesday,7,3,2024,1629,2398,769,0.32
8575553,Joseph Adams,Other,65,Regular,12-09-2024,Sports,3,1682,5046,Wallet,App,South,Thursday,9,3,2024,1369,5045,937,0.19
6cbca3e1,Amanda Salazar,Female,44,Premium,12-02-2025,Groceries,10,4735,47350,UPI,In-Store,North,Wednesday,2,1,2025,4130,47347,6050,0.13
cd616a67,Michelle Evans,Male,63,Regular,18-10-2024,Sports,10,3151,31510,Debit Card,Online,North,Friday,10,4,2024,2390,31509,7608,0.24
588165fa,Michelle Jones,Other,35,New,24-09-2023,Sports,2,3837,7674,Cash,In-Store,East,Sunday,9,3,2023,2843,7674,1989,0.26
a994b0b6,Tiffany Herman,Other,18,Premium,06-11-2023,Sports,8,2838,22704,Cash,Online,North,Monday,11,4,2023,1946,22701,7130,0.31
88eeee94,David Mcmahon,Female,52,Premium,29-07-2023,Home Appliances,7,1196,8372,UPI,Online,West,Saturday,7,3,2023,900,8372,2073,0.25
b05f9651,Deborah Roach,Male,31,Premium,09-01-2024,Books,7,2730,19110,UPI,App,West,Tuesday,1,1,2024,1690,19107,7277,0.38
b60d9d74,Robert Castro,Female,58,New,26-01-2025,Beauty,4,1752,7008,Wallet,Online,East,Sunday,1,1,2025,1570,7008,728,0.1
b28a5676,Rebecca Torres,Female,20,New,07-10-2023,Home Appliances,4,4122,16488,Credit Card,App,North,Saturday,10,4,2023,3669,16488,1811,0.11
6997ff3e,Sandra Williams,Male,36,New,31-10-2024,Clothing,8,1631,13048,UPI,In-Store,East,Thursday,10,4,2024,1102,13048,4233,0.32
a5972b01,William Bates,Female,64,New,18-05-2023,Books,6,1535,9210,UPI,In-Store,South,Thursday,5,2,2023,1378,9211,946,0.1
c4a13227,Tiffany Kelley,Other,59,Regular,23-02-2024,Clothing,4,4216,16864,Wallet,Online,South,Friday,2,1,2024,3556,16862,2639,0.16
2b68157b,Debra Hunter,Female,55,Regular,28-04-2025,Groceries,8,4899,39192,Wallet,App,West,Monday,4,2,2025,3555,39191,10749,0.27
e42b042f,Jennifer Collier,Male,56,New,02-08-2024,Groceries,9,2540,22860,Debit Card,Online,West,Friday,8,3,2024,2152,22861,3495,0.15
b2ea3433,Grace Williams,Male,18,Regular,14-07-2024,Sports,8,3440,27520,UPI,Online,West,Sunday,7,3,2024,2845,27519,4763,0.17
212ccdc7,Leslie Reynolds,Other,44,Regular,14-03-2024,Electronics,7,317,2219,UPI,App,North,Thursday,3,1,2024,240,2222,542,0.24
023c10dd,Ryan Downs,Female,43,New,18-10-2024,Sports,10,4986,49860,UPI,App,South,Friday,10,4,2024,3291,49860,16950,0.34
ed7b20f9,Perry Aguilar,Male,54,Regular,28-06-2023,Home Appliances,10,3183,31830,UPI,Online,South,Wednesday,6,2,2023,2098,31828,10850,0.34
8e02bf4b,Thomas Morris DVM,Male,63,New,09-01-2025,Electronics,10,2026,20260,Debit Card,In-Store,South,Thursday,1,1,2025,1338,20261,6885,0.34
a6d7cd0c,Brian Bates,Male,38,New,18-10-2024,Sports,5,3756,18780,Debit Card,Online,North,Friday,10,4,2024,2276,18781,7402,0.39
6b3ae111,Walter Gardner,Other,33,New,19-06-2024,Beauty,2,1302,2604,Wallet,In-Store,South,Wednesday,6,2,2024,805,2604,993,0.38
66cb8330,Megan Brooks,Other,45,Premium,30-06-2024,Home Appliances,10,595,5950,Credit Card,In-Store,West,Sunday,6,2,2024,522,5953,737,0.12
52915fd3,Derek Burns,Other,35,Premium,24-05-2023,Books,2,172,344,Credit Card,Online,West,Wednesday,5,2,2023,138,344,69,0.2
e74c788c,Aaron Flores,Male,41,New,03-08-2023,Clothing,8,1636,13088,Debit Card,Online,East,Thursday,8,3,2023,1347,13091,2314,0.18
e5323a34,Hayden Simpson,Other,49,New,20-11-2024,Books,4,3428,13712,Wallet,App,East,Wednesday,11,4,2024,2336,13714,4368,0.32
6e48431b,Tiffany Johnson,Female,36,New,28-02-2024,Sports,2,2769,5538,Wallet,Online,East,Wednesday,2,1,2024,2325,5538,888,0.16
4e3d9644,Sue Kelly,Male,55,New,01-01-2025,Groceries,6,2803,16818,Cash,App,East,Wednesday,1,1,2025,2245,16820,3352,0.2
2d14b862,Jeffrey Meadows,Other,63,Regular,09-08-2023,Groceries,8,3755,30040,Cash,Online,East,Wednesday,8,3,2023,3305,30039,3600,0.12
cfa7e08c,Tiffany Dawson,Female,46,Premium,13-04-2025,Sports,9,4634,41706,Debit Card,In-Store,East,Sunday,4,2,2025,3398,41709,11123,0.27
283f65a9,Lawrence Kline,Female,55,Premium,19-10-2024,Groceries,7,500,3500,Credit Card,Online,West,Saturday,10,4,2024,344,3500,1089,0.31
91946537,Emily Spencer,Female,28,Premium,03-10-2024,Beauty,4,4759,19036,Wallet,Online,South,Thursday,10,4,2024,4109,19036,2599,0.14
f9c49349,Cody Morse,Male,48,Premium,12-01-2025,Electronics,3,1199,3597,Cash,Online,East,Sunday,1,1,2025,969,3598,693,0.19
1a30d40d,Austin Ware,Male,54,Premium,10-01-2025,Home Appliances,7,727,5089,Wallet,Online,South,Friday,1,1,2025,437,5088,2030,0.4
da2649eb,Laurie Wilson,Other,59,Premium,12-06-2023,Electronics,8,4819,38552,Wallet,Online,South,Monday,6,2,2023,3076,38549,13937,0.36
b8beee87,Colin Nguyen,Female,43,Premium,07-10-2024,Groceries,1,4371,4371,Debit Card,Online,North,Monday,10,4,2024,3493,4371,878,0.2
3d70bb3c,Joan Miller,Other,25,New,24-04-2025,Books,3,4044,12132,UPI,In-Store,North,Thursday,4,2,2025,2803,12131,3720,0.31
14a56278,Jacob Jones,Male,45,Premium,23-10-2024,Beauty,7,1220,8540,Wallet,In-Store,East,Wednesday,10,4,2024,969,8538,1758,0.21
f21442c1,Misty Chavez,Male,49,Regular,05-02-2025,Home Appliances,3,801,2403,Cash,Online,North,Wednesday,2,1,2025,673,2403,385,0.16
a8bb41c0,Andrew Turner,Female,48,Premium,27-08-2024,Home Appliances,10,2425,24250,Credit Card,Online,South,Tuesday,8,3,2024,1515,24248,9101,0.38
8280f427,Michelle Armstrong,Other,50,Premium,01-01-2024,Sports,3,1619,4857,Debit Card,In-Store,North,Monday,1,1,2024,1353,4856,796,0.16
08d83f4e,Rachel Cook,Male,55,New,02-11-2023,Books,9,316,2844,Debit Card,Online,West,Thursday,11,4,2023,233,2846,753,0.26
b407093f,Angela Smith,Other,48,New,17-12-2023,Clothing,4,2723,10892,Credit Card,App,East,Sunday,12,4,2023,1684,10893,4157,0.38
64db3187,Gregg Christensen,Female,35,Regular,16-07-2023,Groceries,9,214,1926,Credit Card,In-Store,East,Sunday,7,3,2023,188,1930,236,0.12
ddcd1061,Marcus Morales,Female,34,Regular,29-04-2024,Books,4,1630,6520,UPI,App,North,Monday,4,2,2024,1345,6519,1141,0.17
a6ae0773,Michelle Mora,Other,20,Premium,05-09-2023,Beauty,8,3882,31056,Cash,Online,East,Tuesday,9,3,2023,2338,31059,12355,0.4
bedd8df2,Emily Woods,Male,44,Regular,22-02-2025,Beauty,1,1965,1965,UPI,Online,East,Saturday,2,1,2025,1333,1965,631,0.32
0042d524,Monica Murphy,Other,22,Premium,10-05-2025,Books,10,1371,13710,Debit Card,Online,East,Saturday,5,2,2025,871,13711,5001,0.36
f7056aee,Anthony Moody,Other,60,New,02-07-2023,Home Appliances,2,1004,2008,Wallet,In-Store,South,Sunday,7,3,2023,701,2007,605,0.3
40fa102b,Austin Wilson,Female,38,Premium,18-06-2023,Clothing,5,1247,6235,Credit Card,Online,West,Sunday,6,2,2023,792,6235,2277,0.37
13e4a8a0,Matthew Hayes,Other,31,Regular,13-06-2023,Clothing,1,1795,1795,Cash,In-Store,North,Tuesday,6,2,2023,1424,1795,371,0.21
7581354b,Lindsey Fleming,Female,52,Regular,10-07-2023,Groceries,10,3074,30740,Credit Card,In-Store,West,Monday,7,3,2023,2016,30735,10576,0.34
9bdb000e,Debbie Owen,Female,29,New,30-12-2024,Electronics,5,326,1630,Cash,Online,West,Monday,12,4,2024,245,1628,404,0.25
9d5ec0c7,Justin Bray,Female,51,New,10-01-2025,Electronics,7,2206,15442,Debit Card,App,West,Friday,1,1,2025,1428,15444,5450,0.35
8e16e1a0,Edwin Kaiser,Male,45,Regular,02-12-2023,Groceries,10,3170,31700,Credit Card,In-Store,South,Saturday,12,4,2023,2064,31698,11062,0.35
2636673e,Sean Wright,Other,27,Regular,02-07-2023,Beauty,3,2363,7089,Cash,In-Store,South,Sunday,7,3,2023,1973,7089,1170,0.17
7dd37326,William Navarro,Male,40,New,01-12-2024,Groceries,5,4808,24040,Cash,App,North,Sunday,12,4,2024,3743,24041,5328,0.22
42f731fd,Logan Morgan,Female,57,New,09-10-2023,Home Appliances,4,2113,8452,Credit Card,Online,East,Monday,10,4,2023,1800,8452,1253,0.15
c67487a1,Bryan Brown,Female,24,Regular,04-01-2025,Groceries,10,972,9720,Debit Card,In-Store,North,Saturday,1,1,2025,759,9721,2130,0.22
ba3a2020,Isaiah Khan II,Male,24,Regular,02-01-2025,Sports,10,843,8430,Credit Card,App,South,Thursday,1,1,2025,694,8429,1491,0.18
f024a3e0,Sophia Jackson,Female,40,Premium,13-07-2023,Electronics,9,2253,20277,Wallet,Online,West,Thursday,7,3,2023,1729,20277,4717,0.23
0974fd47,Samantha Evans,Male,57,Regular,17-06-2023,Groceries,3,2437,7311,Credit Card,App,South,Saturday,6,2,2023,1604,7312,2501,0.34
bb175134,Alexis Phillips,Male,47,New,12-03-2024,Groceries,10,1248,12480,Cash,Online,North,Tuesday,3,1,2024,994,12477,2535,0.2
a7310c60,John James,Male,57,Premium,16-01-2025,Groceries,10,3599,35990,Cash,App,West,Thursday,1,1,2025,2569,35990,10298,0.29
5844c442,April Williams,Male,37,New,05-08-2023,Beauty,10,2978,29780,Credit Card,Online,East,Saturday,8,3,2023,1871,29776,11066,0.37
a3723939,Lori Ortega,Other,57,Regular,21-09-2024,Beauty,7,1534,10738,Wallet,App,North,Saturday,9,3,2024,1126,10741,2859,0.27
aa977fa0,Edward Miller,Other,37,Premium,17-10-2024,Groceries,4,2301,9204,Wallet,Online,West,Thursday,10,4,2024,1412,9204,3558,0.39
58f8c56f,Valerie Chen,Female,36,New,17-10-2024,Beauty,1,4256,4256,Cash,App,North,Thursday,10,4,2024,3568,4256,688,0.16
cd877747,Jennifer Stein,Male,29,Regular,24-06-2024,Home Appliances,7,602,4214,Wallet,In-Store,South,Monday,6,2,2024,437,4213,1156,0.27
8b801cf8,Lynn Lee,Other,51,Regular,21-08-2023,Sports,3,972,2916,Wallet,App,East,Monday,8,3,2023,750,2917,667,0.23
9d8e4a0d,Christopher Larsen,Male,57,Regular,25-04-2024,Home Appliances,5,3172,15860,UPI,App,North,Thursday,4,2,2024,2512,15859,3302,0.21
200e9784,Douglas Whitney,Female,58,Premium,20-12-2024,Beauty,2,4864,9728,Credit Card,In-Store,South,Friday,12,4,2024,4175,9729,1378,0.14
f1ac345d,Kimberly Hawkins,Male,44,Premium,27-06-2024,Clothing,9,4147,37323,Cash,App,West,Thursday,6,2,2024,3233,37321,8226,0.22
1e3c9c0a,Johnny Brown,Male,43,New,09-06-2024,Home Appliances,3,4321,12963,Credit Card,App,South,Sunday,6,2,2024,3761,12964,1680,0.13
078a0bf7,Bobby Bruce,Female,20,Regular,06-04-2024,Sports,4,2808,11232,Cash,In-Store,West,Saturday,4,2,2024,1967,11233,3366,0.3
a82bff5f,Holly Brown,Other,60,New,12-07-2024,Books,3,4617,13851,Debit Card,In-Store,North,Friday,7,3,2024,3374,13852,3730,0.27
60977853,Jordan Brown,Other,62,Premium,04-09-2024,Beauty,9,3322,29898,Wallet,In-Store,South,Wednesday,9,3,2024,2760,29897,5058,0.17
4196ab22,Duane Barnett,Female,34,New,09-01-2025,Beauty,8,3940,31520,Wallet,In-Store,East,Thursday,1,1,2025,3020,31519,7363,0.23
787a815d,Jack Flores,Female,54,Premium,21-03-2025,Books,6,724,4344,UPI,App,East,Friday,3,1,2025,600,4341,743,0.17
4397a124,Jimmy Johnson,Male,33,Regular,20-12-2023,Groceries,9,3922,35298,Cash,In-Store,South,Wednesday,12,4,2023,3293,35299,5665,0.16
77b6878f,Jeffrey Wilson,Male,20,Regular,13-12-2023,Home Appliances,8,1424,11392,Credit Card,Online,East,Wednesday,12,4,2023,1274,11390,1197,0.11
5c4fadf5,Kyle Davis,Male,33,Regular,24-10-2023,Clothing,9,3865,34785,UPI,App,East,Tuesday,10,4,2023,2852,34785,9117,0.26
a1f7b73c,Harry Kirby V,Other,50,Regular,28-04-2024,Electronics,10,4501,45010,Cash,In-Store,North,Sunday,4,2,2024,2801,45011,17004,0.38
7ccdbb7b,Amanda Ayala,Other,54,Premium,03-01-2024,Sports,1,4988,4988,Cash,Online,East,Wednesday,1,1,2024,3960,4988,1028,0.21
61a29900,Stephen Crane,Male,55,Premium,23-02-2024,Books,7,668,4676,Credit Card,In-Store,South,Friday,2,1,2024,489,4678,1256,0.27
2ea2c476,James Harris,Female,54,Premium,14-11-2023,Beauty,7,3019,21133,Debit Card,In-Store,East,Tuesday,11,4,2023,2029,21136,6934,0.33
e9183a40,Jason Snyder,Other,57,New,11-12-2023,Electronics,7,3072,21504,Credit Card,In-Store,East,Monday,12,4,2023,2415,21505,4597,0.21
05d513a8,Richard Woods,Female,42,Premium,30-11-2023,Home Appliances,8,993,7944,Credit Card,App,South,Thursday,11,4,2023,640,7944,2828,0.36
ca85ce8f,Tara Miller,Male,58,Regular,17-05-2024,Home Appliances,10,2254,22540,Credit Card,In-Store,North,Friday,5,2,2024,1970,22541,2840,0.13
37ab2388,Anne Martin,Male,58,Regular,11-05-2024,Electronics,6,189,1134,Wallet,Online,South,Saturday,5,2,2024,146,1135,260,0.23
c65b27f3,Yolanda Evans,Other,22,Regular,08-04-2024,Books,5,3717,18585,UPI,In-Store,East,Monday,4,2,2024,3183,18587,2673,0.14
24ef13c4,Nicole Mendoza,Other,52,Premium,22-06-2024,Groceries,6,3003,18018,Credit Card,In-Store,South,Saturday,6,2,2024,2251,18016,4508,0.25
4e7f61ed,Amanda Mills,Female,31,New,22-10-2024,Clothing,9,1770,15930,UPI,App,North,Tuesday,10,4,2024,1122,15934,5840,0.37
d3062fa2,Wendy Hayes,Other,45,New,12-03-2025,Books,6,3496,20976,Wallet,Online,West,Wednesday,3,1,2025,2699,20976,4781,0.23
7a4ce196,Michael Alexander,Male,30,Regular,03-02-2024,Groceries,10,2689,26890,Cash,App,South,Saturday,2,1,2024,2053,26895,6364,0.24
ad91deec,Christine Greene,Male,24,Regular,22-02-2024,Groceries,8,3290,26320,UPI,App,South,Thursday,2,1,2024,2781,26316,4068,0.15
44055657,Natalie Barnes,Male,33,Regular,18-07-2023,Clothing,9,2351,21159,UPI,App,West,Tuesday,7,3,2023,1803,21161,4936,0.23
7a53a36d,Monica Patel,Female,43,Regular,12-01-2024,Sports,3,3305,9915,Credit Card,In-Store,East,Friday,1,1,2024,2934,9914,1112,0.11
bce8132a,Russell Mendoza,Other,64,Regular,17-10-2024,Groceries,3,540,1620,Credit Card,In-Store,North,Thursday,10,4,2024,408,1620,395,0.24
951ff446,Keith Maldonado,Female,43,Regular,28-07-2023,Clothing,8,273,2184,Cash,In-Store,West,Friday,7,3,2023,189,2184,669,0.31
bde824e7,Daniel Bowen,Male,58,New,06-10-2024,Groceries,7,1221,8547,Cash,App,North,Sunday,10,4,2024,961,8544,1818,0.21
b3683d9c,Jill Randall,Male,24,Premium,19-12-2024,Home Appliances,7,3260,22820,Debit Card,App,North,Thursday,12,4,2024,2124,22823,7953,0.35
6d0159d6,Brandon Long,Other,34,Premium,28-10-2024,Electronics,3,2715,8145,UPI,Online,West,Monday,10,4,2024,2043,8144,2015,0.25
812f41f7,Christina Cabrera,Male,20,New,07-06-2023,Sports,10,757,7570,Wallet,App,West,Wednesday,6,2,2023,546,7569,2106,0.28
350f0970,Scott Reynolds,Female,32,Regular,04-09-2024,Sports,4,1766,7064,UPI,In-Store,West,Wednesday,9,3,2024,1498,7063,1071,0.15
d5f14f89,Mr. Curtis Berry MD,Male,31,Premium,27-03-2024,Clothing,6,4972,29832,UPI,App,North,Wednesday,3,1,2024,3892,29835,6480,0.22
8e9ff394,Melissa Golden,Female,36,Regular,22-04-2025,Books,5,3450,17250,Wallet,App,North,Tuesday,4,2,2025,2919,17251,2654,0.15
4d3e4229,Pamela Anderson,Male,48,Premium,28-12-2024,Books,4,3063,12252,Wallet,Online,West,Saturday,12,4,2024,2375,12251,2752,0.22
66a7e920,Samuel Rhodes,Female,37,Regular,22-06-2024,Books,5,4628,23140,UPI,In-Store,North,Saturday,6,2,2024,3752,23138,4377,0.19
4fc56ad6,Paula Jones,Female,65,Regular,16-11-2023,Sports,1,1953,1953,Debit Card,Online,North,Thursday,11,4,2023,1263,1953,690,0.35
ffa049cf,Paula Flynn,Female,41,New,12-10-2023,Home Appliances,1,4742,4742,Credit Card,App,North,Thursday,10,4,2023,3461,4742,1281,0.27
554a44cd,Lisa Jenkins,Other,55,Regular,01-08-2023,Home Appliances,1,1142,1142,Wallet,App,South,Tuesday,8,3,2023,985,1142,157,0.14
c77d4e12,Ryan Smith,Female,33,Regular,16-01-2025,Clothing,6,3947,23682,Debit Card,App,West,Thursday,1,1,2025,3428,23681,3115,0.13
9f7979b7,Erik Stone,Male,62,Regular,27-02-2025,Home Appliances,6,1106,6636,Debit Card,Online,North,Thursday,2,1,2025,673,6638,2602,0.39
5a922ff2,Michael Anderson,Other,60,Premium,26-07-2023,Sports,7,2945,20615,UPI,Online,South,Wednesday,7,3,2023,2000,20613,6612,0.32
d8529c77,Edward Butler,Male,22,Premium,17-04-2024,Electronics,6,498,2988,Debit Card,In-Store,East,Wednesday,4,2,2024,346,2990,914,0.31
2d6b7d3e,Dr. Erin Martin MD,Male,58,Regular,16-11-2024,Home Appliances,6,4189,25134,UPI,In-Store,East,Saturday,11,4,2024,2917,25131,7628,0.3
22a1e2b0,Rachel Flores,Male,37,New,19-09-2023,Electronics,2,1570,3140,Credit Card,Online,South,Tuesday,9,3,2023,1105,3140,930,0.3
